0,399
1,43
1,49
1,770
2,78
3,34
4,190
5,564
6,374
7,286
8,236
9,255
10,337
11,584
11,672
12,87
12,280
12,411
12,415
13,265
14,511
15,749
16,599
17,341
17,787
18,147
18,198
18,224
18,288
18,596
18,618
19,120
19,624
20,202
21,564
22,38
22,209
23,542
24,521
25,564
27,35
27,195
28,507
28,725
29,71
30,460
31,309
32,737
33,249
33,647
36,383
37,345
39,521
40,511
41,375
42,793
43,433
43,514
43,779
44,579
45,557
45,580
46,407
47,170
47,317
48,478
48,500
48,717
50,767
51,57
52,273
53,332
54,363
55,305
56,558
57,75
57,79
57,116
57,117
57,148
57,169
57,195
57,210
57,258
57,372
57,485
57,597
57,699
57,746
57,752
57,765
58,320
58,332
58,493
58,617
59,334
59,552
60,281
60,564
61,84
61,95
61,168
61,249
61,634
62,503
63,700
64,207
65,366
65,369
66,279
66,514
67,302
67,658
68,800
69,612
70,514
72,318
73,583
74,521
76,122
76,627
77,327
80,287
81,335
82,675
83,649
84,439
84,737
85,278
86,300
88,563
89,636
90,447
90,603
91,539
92,156
92,538
93,265
93,713
94,230
94,443
96,271
97,569
98,125
99,251
100,375
100,413
100,474
100,613
101,386
102,367
103,263
104,443
104,465
105,192
105,362
106,287
107,286
108,256
109,259
110,756
111,247
111,550
112,465
113,394
114,501
115,593
118,769
119,800
120,624
121,311
123,561
124,687
125,395
125,506
126,250
127,447
128,490
128,543
128,632
129,371
129,792
130,498
131,450
132,376
132,426
132,427
132,466
132,713
133,638
134,593
135,388
135,416
135,504
135,642
135,764
136,757
137,193
138,465
139,330
140,286
141,199
142,210
143,151
143,708
143,760
144,207
145,521
146,249
149,398
150,668
152,272
153,205
154,800
155,303
157,336
158,765
159,255
159,740
160,549
161,685
162,447
163,533
165,339
165,439
166,261
166,479
166,626
167,183
171,505
172,464
173,390
174,214
175,245
176,400
176,444
176,598
177,522
177,774
178,206
179,564
180,615
181,223
182,503
183,405
183,678
184,696
185,443
186,214
187,453
188,439
189,555
189,701
189,802
191,386
192,362
193,334
193,402
193,731
194,694
194,766
195,544
195,711
196,610
196,736
197,228
199,471
199,656
200,590
201,311
203,399
204,436
204,670
206,537
207,303
207,486
207,695
207,730
208,702
210,274
210,380
210,445
210,550
210,611
211,277
211,412
211,414
211,527
212,790
213,669
214,680
215,554
216,403
217,286
218,339
219,569
220,342
221,738
222,496
225,759
226,458
226,655
227,308
228,435
229,271
231,324
231,443
232,408
232,559
232,743
233,440
233,504
233,602
233,713
234,241
234,497
235,564
236,536
237,463
238,754
239,289
239,642
240,567
242,272
242,663
242,680
243,750
245,348
246,462
247,305
247,421
247,443
247,550
248,353
249,262
249,292
249,512
249,672
249,805
250,365
251,647
252,549
253,773
254,742
257,650
259,520
260,477
262,312
262,338
262,745
263,441
263,733
266,321
266,510
267,341
268,772
269,276
269,315
270,360
275,424
279,483
279,517
280,572
280,755
282,757
283,792
284,521
285,550
285,715
285,770
286,786
290,640
291,406
291,642
291,647
293,424
294,428
295,672
296,672
297,672
298,353
299,801
301,343
303,690
303,735
304,638
304,687
305,566
306,719
308,647
309,461
309,469
309,492
310,353
312,338
312,805
313,499
314,697
316,343
316,772
319,343
322,504
322,713
323,770
325,804
326,401
326,478
328,564
329,653
331,429
331,802
332,753
333,453
336,476
337,672
338,512
338,616
338,623
338,712
339,393
339,532
339,547
340,446
341,713
341,788
343,422
344,450
345,418
346,407
347,657
349,539
349,702
350,587
351,717
352,562
353,373
353,410
353,470
353,551
353,642
355,739
356,622
357,791
358,789
359,503
359,770
364,442
368,621
370,605
370,650
373,672
373,793
377,726
378,420
378,569
378,648
379,553
381,480
382,503
384,570
385,401
388,434
388,531
389,635
390,682
392,669
393,396
393,501
393,603
393,792
394,524
395,419
397,458
402,416
402,518
404,505
405,780
406,529
406,803
407,468
409,781
411,415
416,529
416,803
417,455
417,582
417,715
418,703
423,449
424,591
424,705
424,735
424,800
425,717
430,629
431,661
432,505
433,487
437,783
438,609
438,716
438,794
439,491
442,662
442,691
446,676
447,500
448,728
451,470
452,730
454,460
455,805
456,756
457,636
459,636
459,652
460,630
465,530
465,600
465,799
467,692
468,683
470,501
470,502
470,521
472,524
473,583
474,739
475,594
478,535
478,592
481,609
482,775
484,569
488,552
489,641
491,644
494,713
495,628
501,642
501,747
503,523
503,637
503,713
504,793
506,545
506,713
506,734
507,511
508,642
511,710
511,713
511,721
511,789
512,796
513,642
514,766
516,546
519,655
521,642
521,709
521,713
521,741
522,659
522,795
525,574
525,657
525,802
526,751
528,550
529,564
531,571
531,684
534,758
534,777
535,762
539,787
540,585
541,627
542,681
543,689
545,580
546,560
547,611
548,550
549,581
550,783
553,727
554,686
561,631
561,633
564,573
564,660
565,577
568,607
569,724
574,802
575,768
576,729
578,791
580,671
586,614
588,614
589,764
595,639
597,790
601,620
606,761
608,654
616,713
621,798
625,629
625,744
629,744
636,667
638,763
639,688
643,707
651,745
655,773
659,774
659,778
664,704
665,708
666,693
672,761
673,674
677,771
678,780
679,800
687,732
706,761
714,718
715,779
720,784
722,748
723,797
739,782
742,785
759,761
759,787
764,776
770,787
774,795
