0,2
0,3
0,4
0,7
0,8
0,9
0,12
0,13
0,16
0,18
0,19
0,20
0,24
0,29
0,30
0,31
0,35
0,51
0,53
0,56
0,58
0,59
0,67
0,70
0,71
0,81
0,83
0,87
0,88
0,99
0,103
0,110
0,112
0,114
0,117
0,118
0,123
0,127
0,135
0,136
0,141
0,151
0,156
0,157
0,161
0,168
0,169
0,171
0,172
0,173
0,180
0,182
0,186
0,188
0,190
0,194
0,196
0,197
0,199
0,238
0,257
0,262
0,265
0,269
0,273
0,287
0,293
0,294
0,318
0,331
0,343
0,360
0,379
0,380
0,383
0,384
0,386
0,400
0,401
0,407
0,408
0,413
0,441
0,458
0,460
0,464
0,472
0,482
0,485
1,2
1,5
1,7
1,8
1,9
1,10
1,12
1,14
1,18
1,19
1,22
1,24
1,34
1,38
1,40
1,48
1,52
1,56
1,62
1,63
1,68
1,76
1,87
1,94
1,97
1,101
1,107
1,109
1,117
1,122
1,143
1,144
1,153
1,157
1,159
1,160
1,168
1,170
1,179
1,203
1,204
1,205
1,206
1,208
1,228
1,229
1,230
1,234
1,235
1,256
1,260
1,268
1,271
1,272
1,282
1,285
1,291
1,296
1,297
1,300
1,303
1,307
1,309
1,311
1,315
1,316
1,317
1,319
1,325
1,334
1,335
1,340
1,346
1,363
1,372
1,378
1,388
1,389
1,391
1,398
1,399
1,408
1,453
1,457
1,488
1,496
1,497
2,3
2,5
2,7
2,19
2,21
2,57
2,67
2,91
2,93
2,159
2,171
2,199
2,227
2,242
2,244
2,247
2,273
2,307
2,322
2,392
2,442
3,8
3,9
3,49
3,76
3,98
3,100
3,105
3,108
3,139
3,240
3,286
3,332
3,454
3,479
3,481
4,5
4,8
4,75
4,76
4,98
4,100
4,105
4,116
4,192
4,194
4,207
4,240
4,251
4,286
4,301
4,332
4,352
4,480
5,10
5,13
5,67
5,93
5,136
5,142
5,159
5,171
5,173
5,193
5,222
5,242
5,247
5,369
5,380
5,392
5,442
5,481
6,67
6,233
6,284
7,8
7,13
7,14
7,19
7,21
7,30
7,31
7,35
7,40
7,48
7,51
7,57
7,63
7,80
7,83
7,86
7,87
7,94
7,98
7,111
7,129
7,141
7,144
7,146
7,148
7,150
7,160
7,167
7,168
7,182
7,185
7,201
7,202
7,203
7,204
7,205
7,217
7,231
7,238
7,241
7,249
7,254
7,278
7,282
7,285
7,296
7,308
7,309
7,325
7,332
7,337
7,338
7,340
7,346
7,363
7,387
7,389
7,393
7,466
8,9
8,12
8,13
8,14
8,31
8,35
8,37
8,38
8,40
8,51
8,56
8,57
8,60
8,61
8,62
8,63
8,64
8,67
8,71
8,72
8,80
8,83
8,93
8,94
8,111
8,133
8,150
8,153
8,159
8,168
8,249
8,254
8,278
8,282
8,296
8,303
8,324
8,325
8,332
8,346
8,363
8,367
8,371
8,376
8,393
8,402
8,466
8,472
9,12
9,19
9,23
9,32
9,34
9,35
9,41
9,47
9,76
9,77
9,82
9,113
9,122
9,154
9,189
9,199
9,210
9,236
9,239
9,248
9,250
9,255
9,261
9,279
9,309
9,312
9,329
9,333
9,368
9,373
9,448
9,475
10,44
10,115
10,165
10,170
10,194
10,346
10,385
10,412
11,90
12,24
12,32
12,33
12,35
12,38
12,40
12,41
12,43
12,44
12,55
12,56
12,57
12,58
12,59
12,61
12,63
12,65
12,66
12,69
12,80
12,85
12,101
12,104
12,107
12,109
12,112
12,118
12,119
12,120
12,124
12,137
12,140
12,143
12,162
12,166
12,169
12,179
12,195
12,198
12,213
12,216
12,224
12,227
12,228
12,229
12,273
12,276
