0,17
0,69
0,70
1,13
2,20
2,110
2,128
3,105
4,13
5,16
5,130
5,132
6,56
7,115
8,18
8,49
8,64
9,21
10,46
10,110
11,21
12,74
12,76
13,15
13,60
13,137
14,110
14,115
15,111
15,140
17,93
18,27
18,35
18,79
18,91
18,96
18,101
18,138
19,80
20,109
21,24
21,31
21,40
21,48
21,96
21,105
21,113
21,114
21,120
22,138
23,74
24,48
25,110
26,30
27,43
27,47
27,56
27,83
27,105
28,43
29,64
30,105
31,37
31,57
31,75
32,55
32,118
33,77
33,107
34,96
36,85
38,98
38,118
39,76
40,60
41,124
42,52
44,82
45,85
46,104
48,86
48,96
48,123
50,77
50,90
51,65
51,130
52,77
53,130
54,96
55,80
56,88
57,103
57,139
57,141
58,76
58,110
59,105
60,96
60,110
61,92
62,69
62,144
63,105
64,81
66,76
67,130
68,110
69,84
71,124
72,76
72,110
73,100
73,131
75,83
75,134
76,92
76,108
76,110
76,117
76,124
76,131
77,142
78,101
78,110
78,125
80,130
82,102
82,113
83,135
84,111
85,130
86,89
87,96
92,119
93,97
93,106
94,106
95,112
95,132
96,105
96,113
96,115
96,138
96,145
99,130
100,121
105,136
107,110
107,126
108,133
109,127
113,131
116,138
122,130
129,130
130,138
132,138
138,143
